Steps,evalloss,Perplexity
3157,18.55237579345703,114076039.07732241
3168,18.555042266845703,114380625.70540676
3179,18.555858612060547,114474037.90498562
3190,18.637889862060547,124260392.59520988
3201,18.569868087768555,116089045.44859831
3212,18.57748794555664,116977006.2367234
3223,18.667211532592773,127957857.90958725
3234,18.70555877685547,132959985.079769
3245,18.71985626220703,134874633.2301175
3256,18.668834686279297,128165721.83028042
3267,18.699779510498047,132193790.0662165
3278,18.740432739257812,137678627.2532938
3289,18.80974578857422,147560052.80899912
3300,18.76825714111328,141563245.67841995
3311,18.682655334472656,129949352.2555581
3322,18.75369644165039,139516919.9242691
3333,18.800920486450195,146263520.3221067
3344,18.782655715942383,143616299.720871
3355,18.72967529296875,136205494.59439927
3366,18.8050479888916,146868470.96811706
3377,18.9000244140625,161501407.22596648
3388,18.933208465576172,166950591.2080988
3399,18.946216583251953,169136490.53931874
3410,18.976091384887695,174265644.39377087
3421,18.932903289794922,166899649.70444867
3432,18.996538162231445,177865492.45419303
3443,19.001379013061523,178728600.1733484
3454,18.994613647460938,177523516.86089104
3465,18.99695587158203,177939804.052782
3476,18.99016761779785,176735994.01126546
3487,18.99135971069336,176946805.3624988
3498,19.038724899291992,185529582.05498627
3509,19.061372756958008,189779372.29384252
3520,19.09164047241211,195611375.81008375
3531,19.099536895751953,197162120.65460578
3542,19.07585906982422,192548585.07059133
3553,19.15972328186035,209392969.60927054
3564,19.126657485961914,202582442.67149088
3575,19.116621017456055,200559399.45240703
3586,19.15618324279785,208653020.81400603
3597,19.14838218688965,207031639.39937374
3608,19.202299118041992,218500556.20165092
3619,19.29457664489746,239622815.96403617
3630,19.256776809692383,230734166.09642327
3641,19.30379867553711,241842845.77260205
3652,19.286457061767578,237685056.1369814
3663,19.238941192626953,226655361.9849895
3674,19.300939559936523,241152376.65523177
3685,19.282304763793945,236700163.15967003
3696,19.283018112182617,236869073.07830477
3707,19.273508071899414,234627116.09909666
3718,19.247901916503906,228695484.9373115
3729,19.429109573364258,274129059.45450944
3740,19.323143005371094,246566675.90825856
3751,19.37286949157715,259137532.32834932
3762,19.394248962402344,264737403.4831714
3773,19.3725643157959,259058461.89527407
3784,19.39032745361328,263701266.36685205
3795,19.329500198364258,248139140.78826556
3806,19.381885528564453,261484490.13536727
3817,19.387792587280273,263033665.40184733
3828,19.374279022216797,259503052.16523656
3839,19.371145248413086,258691101.19819617
3850,19.446680068969727,278988206.6916184
3861,19.420190811157227,271695037.92318064
3872,19.490262985229492,291416182.9124415
3883,19.457868576049805,282127195.77270156
3894,19.483394622802734,289421488.93330127
3905,19.47964096069336,288337134.8792266
3916,19.509056091308594,296944583.3495467
3927,19.51287269592285,298080068.8878755
3938,19.50836944580078,296740757.671322
3949,19.45313262939453,280794215.3770151
3960,19.54996109008789,309342950.0391906
3971,19.560115814208984,312500245.9589262
3982,19.530115127563477,303264259.68853706
3993,19.603273391723633,326282259.603511
4004,19.579423904418945,318592656.0292645
4015,19.54088592529297,306548311.8705835
4026,19.643444061279297,339656055.22471
4037,19.625520706176758,333622511.3295229
4048,19.5858211517334,320637305.1323822
4059,19.606094360351562,327203991.0982664
4070,19.600187301635742,325276875.3074851
4081,19.530223846435547,303297232.029115
4092,19.603015899658203,326198255.3262541
4103,19.5880069732666,321338927.58967453
4114,19.630699157714844,335354640.33874214
4125,19.6134090423584,329606159.08140826
4136,19.63800621032715,337814068.9837136
4147,19.64293098449707,339481830.2880385
4158,19.706201553344727,361655100.05505973
4169,19.59065818786621,322191996.3804588
4180,19.68097496032715,352645887.6695958
4191,19.770606994628906,385714105.866373
4202,19.747060775756836,376738087.46107084
4213,19.71185302734375,363704770.8247722
4224,19.76351547241211,382988481.5505415
4235,19.739948272705078,374068043.26896286
4246,19.754077911376953,379391006.7755122
4257,19.70111846923828,359821441.03360194
4268,19.67244529724121,349650729.06543696
4279,19.749162673950195,377530785.35977215
4290,19.74152946472168,374659984.5357188
4301,19.753198623657227,379057559.54179233
4312,19.736417770385742,372749723.7090876
4323,19.73816680908203,373402247.87855047
4334,19.76555824279785,383771638.7115242
4345,19.73725700378418,373062679.02939296
4356,19.80584144592285,399546793.2797485
4367,19.786996841430664,392087991.79519516
4378,19.83841323852539,412775012.48364544
4389,19.79058837890625,393498722.34083205
4400,19.813507080078125,402621341.9520769
4411,19.827669143676758,408363857.963253
4422,19.77916717529297,389030060.63472
4433,19.784351348876953,391052096.76295245
4444,19.80429458618164,398929228.1969174
4455,19.763975143432617,383164570.72514325
4466,19.7894344329834,393044907.98351115
4477,19.81011390686035,401257493.193771
4488,19.797435760498047,396202404.2556003
4499,19.707448959350586,362106512.2875491
4510,19.776187896728516,387872756.5358192
4521,19.804031372070312,398824238.2126636
4532,19.78699493408203,392087243.94741327
4543,19.765199661254883,383634049.9550359
4554,19.756244659423828,380213942.7239147
4565,19.77239418029785,386404064.9475325
4576,19.777902603149414,388538414.9832513
4587,19.817346572875977,404170175.1590318
4598,19.78761863708496,392331866.2167657
4609,19.79576301574707,395540212.7566396
4620,19.81426429748535,402926329.2970145
4631,19.851194381713867,418084608.09366083
4642,19.840795516967773,413759529.7289292
4653,19.84170913696289,414137721.4439098
4664,19.87079620361328,426360676.1341925
4675,19.858203887939453,421025469.70967156
4686,19.845346450805664,415646813.1672603
4697,19.838451385498047,412790758.901097
4708,19.782346725463867,390268969.7736448
4719,19.766550064086914,384152460.41525507
4730,19.764745712280273,383459939.1931244
4741,19.767667770385742,384582070.0839631
4752,19.767803192138672,384634154.38863355
4763,19.774255752563477,387124053.9860525
4774,19.808366775512695,400557055.7052487
4785,19.817188262939453,404106196.0686542
4796,19.79705047607422,396049783.0437332
4807,19.790512084960938,393468701.91603214
4818,19.822755813598633,406362352.5918699
4829,19.8055419921875,399427165.41245294
4840,19.82050132751465,405447246.2577457
4851,19.80469512939453,399089048.5970469
4862,19.819002151489258,404839864.86616457
4873,19.858156204223633,421005394.12946373
4884,19.835121154785156,411418356.9138093
4895,19.857812881469727,420860878.2073635
4906,19.907901763916016,442478203.6522447
4917,19.91433334350586,445333208.6903864
4928,19.886804580688477,433240942.62584347
4939,19.90943145751953,443155577.68534356
4950,19.902603149414062,440139882.6271774
4961,19.808500289916992,400610539.4122713
4972,19.808727264404297,400701478.10405433
4983,19.86663246154785,424589110.9815322
4994,19.878067016601562,429471961.9581849
5005,19.864290237426758,423595791.8663468
5016,19.851158142089844,418069457.13918763
5027,19.843303680419922,414798608.80472726
5038,19.859174728393555,421434416.746916
5049,19.852556228637695,418654363.2026574
5060,19.83715057373047,412254144.91693115
5071,19.82138442993164,405805455.8454753
5082,19.804977416992188,399201722.388285
5093,19.829160690307617,408973406.1715453
5104,19.82831573486328,408627987.8175224
5115,19.878925323486328,429840738.93921876
5126,19.903121948242188,440368285.92505413
5137,19.892019271850586,435506061.15425825
5148,19.8842830657959,432149895.26110375
5159,19.931455612182617,453023977.35163486
5170,19.89527130126953,436924645.0653579
5181,19.900859832763672,439373247.87901306
5192,19.893720626831055,436247642.22787166
5203,19.861408233642578,422376744.68429947
5214,19.85782241821289,420864891.8686054
5225,19.858041763305664,420957216.64248025
5236,19.862829208374023,422977357.99275166
5247,19.865161895751953,423965183.6331609
5258,19.878276824951172,429562078.21496785
5269,19.870323181152344,426159045.64955413
5280,19.839744567871094,413324917.9423524
5291,19.843229293823242,414767754.49549854
5302,19.849903106689453,417545094.28645486
5313,19.83643341064453,411958597.45270497
5324,19.85332489013672,418976290.4037213
5335,19.877212524414062,429105138.26824987
5346,19.961257934570312,466728340.5880436
5357,19.90929412841797,443094723.7066144
5368,19.88384437561035,431960356.9207122
5379,19.888914108276367,434155841.0089231
5390,19.881004333496094,430735311.72875404
5401,19.8437442779541,414981408.3164977
5412,19.847190856933594,416414142.11209726
5423,19.890060424804688,434653806.3837794
5434,19.885852813720703,432828794.3732239
5445,19.91827392578125,447091542.99437916
5456,19.947643280029297,460417055.93396115
5467,19.915708541870117,445946051.4841483
5478,19.923643112182617,449498516.7902944
5489,19.949745178222656,461385823.4807328
5500,19.872108459472656,426920537.69011945
5511,19.877531051635742,429241841.7064783
5522,19.887937545776367,433732067.6497019
5533,19.843017578125,414679950.9457701
5544,19.8724308013916,427058174.2573015
5555,19.89458656311035,436625568.4944515
5566,19.869096755981445,425636713.83507663
5577,19.916362762451172,446237894.023358
5588,19.908010482788086,442526311.9985566
5599,19.858217239379883,421031091.04367614
5610,19.864055633544922,423496426.30547446
5621,19.886003494262695,432894018.1644046
5632,19.902612686157227,440144080.1482096
5643,19.843339920043945,414813641.22273874
5654,19.85084342956543,417937906.1464092
5665,19.903705596923828,440625381.31396484
5676,19.901365280151367,439595384.0737272
5687,19.941173553466797,457447898.6519752
5698,19.962387084960938,467255644.7229441
5709,19.94710350036621,460168599.2325999
5720,19.956893920898438,464695969.6015275
5731,19.941076278686523,457403402.6723507
5742,19.938684463500977,456310685.57752144
5753,19.910160064697266,443478581.67732227
5764,19.850425720214844,417763366.0311045
5775,19.838939666748047,412992366.10534495
5786,19.866687774658203,424612596.97541773
5797,19.91230010986328,444428662.117201
5808,19.920093536376953,447905816.10858387
5819,19.95317840576172,462972588.299771
5830,19.87335968017578,427455043.82830644
5841,19.860515594482422,421999882.88747764
5852,19.876121520996094,428637238.38233
5863,19.924795150756836,450016654.82088417
5874,19.903711318969727,440627902.5998342
5885,19.93809700012207,456042698.4843498
5896,19.942745208740234,458167414.3214063
5907,19.925582885742188,450371288.3441558
5918,19.912015914916992,444302375.6832744
5929,19.99169158935547,481150942.85706764
5940,20.024641036987305,497268677.70170695
5951,20.02191925048828,495917058.7718418
5962,20.061595916748047,515988954.2621672
5973,20.061237335205078,515803963.3159447
5984,20.065471649169922,517992669.8059784
5995,20.04718017578125,508603949.20733976
6006,20.0366268157959,503264691.7485742
6017,20.022939682006836,496423366.4514247
6028,20.008813858032227,489460272.860858
6039,20.006040573120117,488104740.57846487
6050,19.996681213378906,483557704.58521956
6061,19.993263244628906,481907740.8307109
6072,19.969135284423828,470419441.9750288
6083,20.03673553466797,503319409.092564
6094,20.041582107543945,505764704.15246594
6105,20.01323127746582,491627206.7864615
6116,20.05453109741211,512356432.1858256
6127,20.106853485107422,539877859.1112205
6138,20.119850158691406,546940269.9342891
6149,20.128032684326172,551433982.6007171
6160,20.09880256652832,535548796.27422017
6171,20.114187240600586,543851745.269906
6182,20.208677291870117,597746489.7637255
6193,20.238483428955078,615831182.1306036
6204,20.19256019592285,588189772.3724333
6215,20.13385009765625,554651251.0185388
6226,20.100366592407227,536387063.8161955
6237,20.197473526000977,591086854.2041708
6248,20.222272872924805,605928695.5033989
6259,20.224044799804688,607003308.6330328
6270,20.195444107055664,589888507.7287304
6281,20.2367000579834,614733905.393493
6292,20.24431800842285,619434800.6779156
6303,20.235614776611328,614067108.0340142
6314,20.365131378173828,698979084.8179587
6325,20.271915435791016,636767678.9515165
6336,20.409957885742188,731024757.9478157
6347,20.486045837402344,788817729.3860826
6358,20.43321990966797,748229202.6584984
6369,20.538013458251953,830894557.3043779
6380,20.5592041015625,848689626.0829984
6391,20.536191940307617,829382445.5458378
6402,20.435317993164062,749800697.9876279
6413,20.477386474609375,782016559.8853719
6424,20.56610870361328,854569766.8712302
6435,20.520544052124023,816505374.0159311
6446,20.533140182495117,826855229.3753166
6457,20.512889862060547,810279543.9345709
6468,20.54692840576172,838335055.2145225
6479,20.61443328857422,896880589.0392337
6490,20.555702209472656,845722804.3713332
6501,20.558923721313477,848451703.6302305
6512,20.608871459960938,891906139.2582523
6523,20.635278701782227,915772657.9124322
6534,20.623228073120117,904803248.5580697
6545,20.5757999420166,862891866.8072264
6556,20.590173721313477,875384451.8018728
6567,20.591934204101562,876926908.3979946
6578,20.576824188232422,863776133.3124713
6589,20.606435775756836,889736381.0588907
6600,20.674179077148438,952098522.2396129
6611,20.687355041503906,964726347.6317992
6622,20.631458282470703,912280696.9899223
6633,20.668533325195312,946738355.4718292
6644,20.682069778442383,959640965.7306588
6655,20.656404495239258,935324882.8973764
6666,20.68304443359375,960576740.6962379
6677,20.7089786529541,985814393.493424
6688,20.667251586914062,945525662.0231247
6699,20.6818790435791,959457946.1969187
6710,20.664968490600586,943369398.2853895
6721,20.750099182128906,1027196601.2359853
6732,20.80105972290039,1080899847.0677495
6743,20.778554916381836,1056846082.9900647
6754,20.734338760375977,1011134455.1484872
6765,20.66399383544922,942450386.3743067
6776,20.702621459960938,979567259.2966609
6787,20.808618545532227,1089101134.2833328
6798,20.78197479248047,1060466552.8998557
6809,20.743589401245117,1020531494.1680467
6820,20.756454467773438,1033745517.1231375
6831,20.73633575439453,1013155702.1447289
6842,20.72332000732422,1000054171.845049
6853,20.767183303833008,1044896112.8002063
6864,20.778013229370117,1056273758.2179655
6875,20.77533721923828,1053450937.5718316
6886,20.78575897216797,1064487151.424328
6897,20.80376625061035,1083829294.983255
6908,20.79885482788086,1078519201.8791685
6919,20.787311553955078,1066141138.4310467
6930,20.8153133392334,1096416903.1542134
6941,20.810588836669922,1091249095.9563153
6952,20.8281307220459,1110560546.9402187
6963,20.870412826538086,1158524241.520172
6974,20.89458656311035,1186871348.6790679
6985,20.889604568481445,1180973066.7988105
6996,20.905752182006836,1200197762.2137628
7007,20.916271209716797,1212889310.07738
7018,20.890453338623047,1181975866.9891725
7029,20.8835391998291,1173831709.156998
7040,20.8944149017334,1186667626.1952286
7051,20.874252319335938,1162980937.2522683
7062,20.840639114379883,1124539116.431089
7073,20.822290420532227,1104093441.8011284
7084,20.84343719482422,1127690073.6016822
7095,20.862316131591797,1149181896.2461276
7106,20.844764709472656,1129188092.794501
7117,20.81592559814453,1097088399.7173872
7128,20.813291549682617,1094202418.2816377
7139,20.831871032714844,1114722166.4256022
7150,20.8533935546875,1138973841.2018058
7161,20.864891052246094,1152144761.3805947
7172,20.874217987060547,1162941010.1558545
7183,20.886682510375977,1177527231.7935174
7194,20.900049209594727,1193372547.9895315
7205,20.898969650268555,1192084926.682602
7216,20.8836669921875,1173981725.4647388
7227,20.882020950317383,1172050891.9422412
7238,20.887601852416992,1178610279.8516703
7249,20.897926330566406,1190841849.5681412
7260,20.909013748168945,1204118677.3090084
7271,20.900442123413086,1193841532.6833372
7282,20.916526794433594,1213199345.6666934
7293,20.905723571777344,1200163424.7715533
7304,20.902633666992188,1196460757.4530525
7315,20.90642547607422,1201006120.347578
7326,20.893056869506836,1185057187.0782516
7337,20.887798309326172,1178841848.7302856
7348,20.88372039794922,1174044424.5272617
7359,20.883075714111328,1173287780.9859407
7370,20.873044967651367,1161577657.55507
7381,20.878618240356445,1168069520.2655387
7392,20.875526428222656,1164463645.9650998
7403,20.87607192993164,1165099036.1614866
7414,20.884584426879883,1175059271.241263
7425,20.90240478515625,1196186940.6553006
7436,20.892494201660156,1184390581.0590796
7447,20.884260177612305,1174678320.8979747
7458,20.88787078857422,1178927293.397493
7469,20.897197723388672,1189974509.6624103
7480,20.902624130249023,1196449347.1685114
7491,20.90694808959961,1201633946.4310603
7502,20.900880813598633,1194365374.1404757
7513,20.897361755371094,1190169719.5501564
7524,20.88687515258789,1177754095.0950615
7535,20.887840270996094,1178891315.9406881
7546,20.880290985107422,1170025037.5089672
7557,20.88909149169922,1180367292.3554912
7568,20.872915267944336,1161427011.0428066
7579,20.87920570373535,1168755919.9303038
7590,20.90677261352539,1201423106.9226782
7601,20.929746627807617,1229344119.3484383
7612,20.927961349487305,1227151355.8729105
7623,20.92706298828125,1226049425.740588
7634,20.91903305053711,1216243747.3631468
7645,20.914003372192383,1210141790.8282127
7656,20.909364700317383,1204541339.508549
7667,20.894651412963867,1186948319.6079214
7678,20.876262664794922,1165321282.3612335
7689,20.876850128173828,1166006067.062554
7700,20.9074649810791,1202255221.3314579
7711,20.907909393310547,1202789636.9987705
7722,20.904760360717773,1199007970.6499496
7733,20.903833389282227,1197897039.4904394
7744,20.907081604003906,1201794392.5822988
7755,20.909379959106445,1204559719.4909935
7766,20.90947914123535,1204679196.2132473
7777,20.909717559814453,1204966448.357245
7788,20.914587020874023,1210848294.6439824
7799,20.90129852294922,1194864375.9368727
7810,20.895343780517578,1187770408.6734066
7821,20.90106773376465,1194588645.980848
7832,20.906766891479492,1201416232.3441854
7843,20.9178524017334,1214808637.9845908
7854,20.91677474975586,1213500202.1993685
7865,20.91429901123047,1210499608.8730857
7876,20.901823043823242,1195491271.639247
7887,20.897825241088867,1190721474.0721874
7898,20.896432876586914,1189064709.4377697
7909,20.89438247680664,1186629149.2081735
7920,20.900529861450195,1193946282.591243
7931,20.915599822998047,1212075265.6031826
7942,20.927614212036133,1226725439.6090508
7953,20.93498992919922,1235806869.3469393
7964,20.937246322631836,1238598484.157164
7975,20.926624298095703,1225511687.8493116
7986,20.919553756713867,1216877217.9065413
7997,20.926185607910156,1224974185.8066347
8008,20.90853500366211,1203542350.0744247
8019,20.888036727905273,1179122940.0362086
8030,20.8820743560791,1172113487.8843756
8041,20.897499084472656,1190333175.711836
8052,20.911325454711914,1206905466.211878
8063,20.921714782714844,1219509764.6909516
8074,20.935331344604492,1236228864.8838665
8085,20.934612274169922,1235340248.783838
